National ID,Mode,Joined Date,First Name,Last Name,Block No,Street,City,District,SMS No,WhatsApp No,Territory Code,Area Code,Bank Code,Branch Code,Language,Category,Account Number,Electrician Grade
104338773V,physical,23/05/2025,E A,Jayawardena,B/488/A,Central Road,Nuwara Eliya,Nuwara Eliya,728893383,736771093,TR029,AR04,7010,BOC-515,ENGLISH,LL,60474001550337,D
835613322688,physical,23/05/2025,H K,Hemantha,C/201/C,Central Road,Kudagama,Nuwara Eliya,728893383,722258414,TR029,AR04,7010,BOC-515,ENGLISH,LL,7803878,D
814756321592,physical,23/05/2025,S T,Weerasinghe,B/417/B,Garden Lane,Boralanda,Nuwara Eliya,728893383,750119776,TR029,AR04,7010,BOC-515,ENGLISH,LL,3999709377480,D
549508370381,physical,23/05/2025,R T,Perera,A/23/A,Church Lane,Ruvaneliya,Nuwara Eliya,728893383,776425631,TR029,AR04,7010,BOC-515,ENGLISH,LL,69240961720,D
274512728246,physical,23/05/2025,L M,Silva,C/46/B,Lake View,Kudagama,Nuwara Eliya,728893383,711017720,TR029,AR04,7010,BOC-515,ENGLISH,LL,794611487501069,D
465486870V,physical,23/05/2025,C S,Karunaratne,C/17/B,Central Road,Girandurukotte,Nuwara Eliya,728893383,775580135,TR029,AR04,7010,BOC-515,ENGLISH,LL,262617958518177,D
298278418V,physical,23/05/2025,S,Weerasinghe,D 281/B,Mahawawa,Kudagama,Nuwara Eliya,728893383,785635846,TR029,AR04,7010,BOC-515,ENGLISH,LL,267018024,D
320698222060,physical,23/05/2025,K P,Perera,No 284,Napatavela,Kudagama,Nuwara Eliya,728893383,730593674,TR029,AR04,7010,BOC-515,ENGLISH,LL,66237607614,D
144439149669,physical,23/05/2025,N S,Krishantha,A/240/B,River Road,Ruvaneliya,Nuwara Eliya,728893383,752215733,TR029,AR04,7010,BOC-515,ENGLISH,LL,39252313484210,D
157428284V,physical,23/05/2025,C S,Mendis,No 65,Lake View,Balangoda,Nuwara Eliya,728893383,779955135,TR029,AR04,7010,BOC-515,ENGLISH,LL,71618945,D
245123283097,physical,23/05/2025,S T,Prasanna,C/253/C,Garden Lane,Mathurata,Nuwara Eliya,728893383,733893946,TR029,AR04,7010,BOC-515,ENGLISH,LL,8785689,D
375659465V,physical,23/05/2025,K P,Hemantha,D 214/A,Central Road,Hatton,Nuwara Eliya,728893383,716507655,TR029,AR04,7010,BOC-515,ENGLISH,LL,616038210606,D
855892051V,physical,23/05/2025,E A,Pradeep,No 110/C,Ulhitiya,Mathurata,Nuwara Eliya,728893383,728386673,TR029,AR04,7010,BOC-515,ENGLISH,LL,50775763,D
531503661V,physical,23/05/2025,A T,Rajapaksa,No 97/B,Kandy Road,Balangoda,Nuwara Eliya,728893383,740309878,TR029,AR04,7010,BOC-515,ENGLISH,LL,995391357217,D
986921203648,physical,23/05/2025,T R,Perera,D 378/B,Napatavela,Balangoda,Nuwara Eliya,728893383,727345821,TR029,AR04,7010,BOC-515,ENGLISH,LL,5720367,D
213487493826,physical,23/05/2025,P L,Dissanayake,L497/B,Samagimawatha,Gampola,Nuwara Eliya,728893383,737287096,TR029,AR04,7010,BOC-515,ENGLISH,LL,906083036,D
615946301275,physical,23/05/2025,S T,Wijesinghe,No 49/A,Lake View,Opanayaka,Nuwara Eliya,728893383,748286096,TR029,AR04,7010,BOC-515,ENGLISH,LL,7772810,D
296111693V,physical,23/05/2025,A T,Jayarathne,L149/C,School Lane,Padiyapalalla,Nuwara Eliya,728893383,737942754,TR029,AR04,7010,BOC-515,ENGLISH,LL,5997728909,D
247863420V,physical,23/05/2025,T R,Perera,B/208/C,Kandy Road,Balangoda,Nuwara Eliya,728893383,765968058,TR029,AR04,7010,BOC-515,ENGLISH,LL,833000233388844,D
773253087227,physical,23/05/2025,L M,Hemantha,A/456/C,Central Road,Nuwara Eliya,Nuwara Eliya,728893383,720366238,TR029,AR04,7010,BOC-515,ENGLISH,LL,7151837827679,D
523810465136,physical,23/05/2025,J M,Prasanna,D 333,River Road,Ruvaneliya,Nuwara Eliya,728893383,721655824,TR029,AR04,7010,BOC-515,ENGLISH,LL,3561112544,D
828668883V,physical,23/05/2025,A R,Bandara,No 345,Temple Road,Munwatta,Nuwara Eliya,728893383,770550102,TR029,AR04,7010,BOC-515,ENGLISH,LL,2954888615,D
513142644V,physical,23/05/2025,A R,Silva,D 456/C,Mahawawa,Kudagama,Nuwara Eliya,728893383,711741096,TR029,AR04,7010,BOC-515,ENGLISH,LL,3007215017,D
329885427792,physical,23/05/2025,J M,Hemantha,L58/C,Samagimawatha,Balangoda,Nuwara Eliya,728893383,725919154,TR029,AR04,7010,BOC-515,ENGLISH,LL,903202434632,D
496577880V,physical,23/05/2025,M M,Prasanna,L319/A,Ulhitiya,Padiyapalalla,Nuwara Eliya,728893383,756006345,TR029,AR04,7010,BOC-515,ENGLISH,LL,2389779891,D
794849425910,physical,23/05/2025,N S,Rajapaksa,A/74/C,Station Road,Munwatta,Nuwara Eliya,728893383,778091481,TR029,AR04,7010,BOC-515,ENGLISH,LL,30873550370,D
255366310912,physical,23/05/2025,K P,Perera,B/72/C,Station Road,Kudagama,Nuwara Eliya,728893383,761085726,TR029,AR04,7010,BOC-515,ENGLISH,LL,0274007,D
436752221134,physical,23/05/2025,T R,Silva,D 76/B,Samagimawatha,Ruvaneliya,Nuwara Eliya,728893383,737235197,TR029,AR04,7010,BOC-515,ENGLISH,LL,36972867579,D
643921490393,physical,23/05/2025,S,Weerasinghe,B/429/A,Garden Lane,Balangoda,Nuwara Eliya,728893383,724449747,TR029,AR04,7010,BOC-515,ENGLISH,LL,427636780,D
647631697V,physical,23/05/2025,L M,Mendis,L221,Park Road,Ruvaneliya,Nuwara Eliya,728893383,738788734,TR029,AR04,7010,BOC-515,ENGLISH,LL,382131254,D
213444338320,physical,23/05/2025,S T,Karunaratne,No 156/A,School Lane,Opanayaka,Nuwara Eliya,728893383,716231809,TR029,AR04,7010,BOC-515,ENGLISH,LL,66460232,D
802282550486,physical,23/05/2025,M M,Perera,B/473/B,Napatavela,Gampola,Nuwara Eliya,728893383,711702640,TR029,AR04,7010,BOC-515,ENGLISH,LL,071760771764572,D
786580602788,physical,23/05/2025,P L,Wijesinghe,L411/C,Madakadura,Opanayaka,Nuwara Eliya,728893383,767517733,TR029,AR04,7010,BOC-515,ENGLISH,LL,71735203,D
180421696798,physical,23/05/2025,S,Jayarathne,C/489/B,Madakadura,Mathurata,Nuwara Eliya,728893383,760833904,TR029,AR04,7010,BOC-515,ENGLISH,LL,817282306,D
496939436280,physical,23/05/2025,A T,Bandara,L199/B,Kandy Road,Balangoda,Nuwara Eliya,728893383,772544820,TR029,AR04,7010,BOC-515,ENGLISH,LL,11583929195978,D
975436213V,physical,23/05/2025,A T,Bandara,C/469/B,School Lane,Girandurukotte,Nuwara Eliya,728893383,762950875,TR029,AR04,7010,BOC-515,ENGLISH,LL,36126941490,D
167777615V,physical,23/05/2025,D P,Bandara,L4/C,Hill Street,Padiyapalalla,Nuwara Eliya,728893383,785189550,TR029,AR04,7010,BOC-515,ENGLISH,LL,917931063229,D
669004331V,physical,23/05/2025,T R,Dissanayake,B/151/A,Station Road,Opanayaka,Nuwara Eliya,728893383,794689759,TR029,AR04,7010,BOC-515,ENGLISH,LL,336668288154,D
831551851V,physical,23/05/2025,P L,Prasanna,No 239/B,Kandy Road,Gampola,Nuwara Eliya,728893383,790498038,TR029,AR04,7010,BOC-515,ENGLISH,LL,45383252,D
575134796V,physical,23/05/2025,P L,Prasanna,No 240/C,Station Road,Munwatta,Nuwara Eliya,728893383,711699772,TR029,AR04,7010,BOC-515,ENGLISH,LL,33001766,D
585643192684,physical,23/05/2025,R T,Weerasinghe,No 56/C,Lake View,Hatton,Nuwara Eliya,728893383,774533847,TR029,AR04,7010,BOC-515,ENGLISH,LL,887332503437,D
601077981773,physical,23/05/2025,A R,Perera,C/73/C,River Road,Boralanda,Nuwara Eliya,728893383,736732963,TR029,AR04,7010,BOC-515,ENGLISH,LL,876945236371,D
726806013530,physical,23/05/2025,A R,Karunaratne,B/153/B,Park Road,Girandurukotte,Nuwara Eliya,728893383,723670719,TR029,AR04,7010,BOC-515,ENGLISH,LL,7785615603324,D
961155046V,physical,23/05/2025,J M,Jayawardena,B/93/B,Station Road,Padiyapalalla,Nuwara Eliya,728893383,733795587,TR029,AR04,7010,BOC-515,ENGLISH,LL,3355797750,D
726379294V,physical,23/05/2025,P L,Weerasinghe,B/91/A,Central Road,Padiyapalalla,Nuwara Eliya,728893383,714546318,TR029,AR04,7010,BOC-515,ENGLISH,LL,0820194,D
154569519V,physical,23/05/2025,J M,Gunawardena,B/201/A,Hill Street,Kudagama,Nuwara Eliya,728893383,726428585,TR029,AR04,7010,BOC-515,ENGLISH,LL,0744539026,D
327122392103,physical,23/05/2025,E A,Gunawardena,L462/A,Mahawawa,Kudagama,Nuwara Eliya,728893383,781309423,TR029,AR04,7010,BOC-515,ENGLISH,LL,8233707815,D
546223800V,physical,23/05/2025,W M,Karunaratne,C/268/B,Lake View,Padiyapalalla,Nuwara Eliya,728893383,774641190,TR029,AR04,7010,BOC-515,ENGLISH,LL,5483139,D
380338018V,physical,23/05/2025,N S,Hemantha,L227/A,Station Road,Girandurukotte,Nuwara Eliya,728893383,716345704,TR029,AR04,7010,BOC-515,ENGLISH,LL,5704681,D
994429855V,physical,23/05/2025,S,Prasanna,D 445/B,Madakadura,Ruvaneliya,Nuwara Eliya,728893383,786809314,TR029,AR04,7010,BOC-515,ENGLISH,LL,93649311008723,D
252775969V,physical,23/05/2025,S T,Gunawardena,C/122/A,River Road,Opanayaka,Nuwara Eliya,728893383,740674014,TR029,AR04,7010,BOC-515,ENGLISH,LL,1059756,D
642091041V,physical,23/05/2025,C S,Karunaratne,C/355/A,River Road,Nuwara Eliya,Nuwara Eliya,728893383,721674437,TR029,AR04,7010,BOC-515,ENGLISH,LL,892163191222222,D
297005632521,physical,23/05/2025,E A,Fernando,L97/C,Garden Lane,Kudagama,Nuwara Eliya,728893383,729949889,TR029,AR04,7010,BOC-515,ENGLISH,LL,16454503399,D
774009646984,physical,23/05/2025,A T,Perera,No 196/C,Samagimawatha,Boralanda,Nuwara Eliya,728893383,759423409,TR029,AR04,7010,BOC-515,ENGLISH,LL,98064267732,D
376054348V,physical,23/05/2025,E A,Dissanayake,D 488,Ulhitiya,Boralanda,Nuwara Eliya,728893383,768426333,TR029,AR04,7010,BOC-515,ENGLISH,LL,6007313811,D
848997771448,physical,23/05/2025,L M,Jayarathne,A/320/C,Lake View,Gampola,Nuwara Eliya,728893383,714579960,TR029,AR04,7010,BOC-515,ENGLISH,LL,3253850307398,D
546892466V,physical,23/05/2025,C S,Wijesinghe,B/331/B,Church Lane,Hatton,Nuwara Eliya,728893383,721142054,TR029,AR04,7010,BOC-515,ENGLISH,LL,8786131,D
628185261052,physical,23/05/2025,N S,Silva,L108/B,Kandy Road,Ruvaneliya,Nuwara Eliya,728893383,759615551,TR029,AR04,7010,BOC-515,ENGLISH,LL,122427009711,D
336190097445,physical,23/05/2025,H K,Bandara,D 279,Napatavela,Ruvaneliya,Nuwara Eliya,728893383,758697047,TR029,AR04,7010,BOC-515,ENGLISH,LL,83926209,D
254116201V,physical,23/05/2025,N S,Krishantha,L316/C,Church Lane,Munwatta,Nuwara Eliya,728893383,718421539,TR029,AR04,7010,BOC-515,ENGLISH,LL,90823935,D
358556354598,physical,23/05/2025,L M,Fernando,No 148,Station Road,Kudagama,Nuwara Eliya,728893383,773238002,TR029,AR04,7010,BOC-515,ENGLISH,LL,216558554,D
449816052456,physical,23/05/2025,A T,Jayarathne,No 269/C,Samagimawatha,Nuwara Eliya,Nuwara Eliya,728893383,791881979,TR029,AR04,7010,BOC-515,ENGLISH,LL,525602684213,D
797039095949,physical,23/05/2025,J M,Fernando,C/148/B,Station Road,Boralanda,Nuwara Eliya,728893383,739589846,TR029,AR04,7010,BOC-515,ENGLISH,LL,8174093746844,D
773958906242,physical,23/05/2025,P L,Karunaratne,No 293,Lake View,Gampola,Nuwara Eliya,728893383,742046893,TR029,AR04,7010,BOC-515,ENGLISH,LL,5580076775074,D
945995251103,physical,23/05/2025,A T,Jayawardena,A/279/C,Garden Lane,Gampola,Nuwara Eliya,728893383,749315891,TR029,AR04,7010,BOC-515,ENGLISH,LL,4629239,D
982460033381,physical,23/05/2025,R T,Krishantha,D 146/C,Temple Road,Munwatta,Nuwara Eliya,728893383,712900559,TR029,AR04,7010,BOC-515,ENGLISH,LL,29607401400199,D
709104005753,physical,23/05/2025,K P,Silva,D 445/B,Lake View,Opanayaka,Nuwara Eliya,728893383,777697832,TR029,AR04,7010,BOC-515,ENGLISH,LL,63695901618382,D
601443134288,physical,23/05/2025,W M,Perera,A/124,Madakadura,Munwatta,Nuwara Eliya,728893383,750748369,TR029,AR04,7010,BOC-515,ENGLISH,LL,05050174959,D
127664300877,physical,23/05/2025,W M,Perera,D 92/A,Central Road,Girandurukotte,Nuwara Eliya,728893383,733605940,TR029,AR04,7010,BOC-515,ENGLISH,LL,44974983975220,D
382961529149,physical,23/05/2025,R T,Bandara,D 103/C,School Lane,Hatton,Nuwara Eliya,728893383,751340325,TR029,AR04,7010,BOC-515,ENGLISH,LL,4917092652,D
984613128473,physical,23/05/2025,C S,Perera,A/374,School Lane,Girandurukotte,Nuwara Eliya,728893383,775285197,TR029,AR04,7010,BOC-515,ENGLISH,LL,44532177,D
903220241V,physical,23/05/2025,T R,Fernando,A/347/C,School Lane,Girandurukotte,Nuwara Eliya,728893383,751200418,TR029,AR04,7010,BOC-515,ENGLISH,LL,9507622073,D
562971721629,physical,23/05/2025,R T,Rajapaksa,L324,Central Road,Padiyapalalla,Nuwara Eliya,728893383,764598854,TR029,AR04,7010,BOC-515,ENGLISH,LL,90827531,D
770996709V,physical,23/05/2025,P L,Hemantha,B/228,Church Lane,Opanayaka,Nuwara Eliya,728893383,756251686,TR029,AR04,7010,BOC-515,ENGLISH,LL,538536140,D
284132869V,physical,23/05/2025,P L,Krishantha,B/474,Garden Lane,Padiyapalalla,Nuwara Eliya,728893383,791910212,TR029,AR04,7010,BOC-515,ENGLISH,LL,1987016174,D
480499388V,physical,23/05/2025,A T,Fernando,B/138/A,Madakadura,Kudagama,Nuwara Eliya,728893383,764110744,TR029,AR04,7010,BOC-515,ENGLISH,LL,320398097152,D
981915114270,physical,23/05/2025,W M,Krishantha,L279/B,Napatavela,Padiyapalalla,Nuwara Eliya,728893383,794786275,TR029,AR04,7010,BOC-515,ENGLISH,LL,775005111283,D
173201722922,physical,23/05/2025,R T,Jayarathne,C/310/C,Church Lane,Pelmadulla,Nuwara Eliya,728893383,767271403,TR029,AR04,7010,BOC-515,ENGLISH,LL,118589047063,D
469759266253,physical,23/05/2025,L M,Krishantha,No 465/C,Garden Lane,Mathurata,Nuwara Eliya,728893383,710221715,TR029,AR04,7010,BOC-515,ENGLISH,LL,1304361,D
946592775V,physical,23/05/2025,A R,Karunaratne,L360/B,Kandy Road,Padiyapalalla,Nuwara Eliya,728893383,750709416,TR029,AR04,7010,BOC-515,ENGLISH,LL,291015853,D
636863908V,physical,23/05/2025,K P,Prasanna,A/116/B,Garden Lane,Ruvaneliya,Nuwara Eliya,728893383,741543018,TR029,AR04,7010,BOC-515,ENGLISH,LL,4158204779,D
387917474414,physical,23/05/2025,A T,Silva,B/138/B,Napatavela,Opanayaka,Nuwara Eliya,728893383,747900077,TR029,AR04,7010,BOC-515,ENGLISH,LL,7166421233922,D
585481060603,physical,23/05/2025,J M,Karunaratne,C/251,Ulhitiya,Boralanda,Nuwara Eliya,728893383,711323288,TR029,AR04,7010,BOC-515,ENGLISH,LL,6912717975,D
620844097554,physical,23/05/2025,P L,Jayawardena,C/24,River Road,Boralanda,Nuwara Eliya,728893383,732195461,TR029,AR04,7010,BOC-515,ENGLISH,LL,1110120184,D
617175063V,physical,23/05/2025,P L,Gunawardena,B/264/C,Park Road,Nuwara Eliya,Nuwara Eliya,728893383,772205120,TR029,AR04,7010,BOC-515,ENGLISH,LL,48748110,D
345586455V,physical,23/05/2025,M M,Gunawardena,C/377/A,Temple Road,Pelmadulla,Nuwara Eliya,728893383,761779179,TR029,AR04,7010,BOC-515,ENGLISH,LL,5270549,D
156321512V,physical,23/05/2025,E A,Gunawardena,No 268/A,Ulhitiya,Gampola,Nuwara Eliya,728893383,770625801,TR029,AR04,7010,BOC-515,ENGLISH,LL,82066895,D
505478462V,physical,23/05/2025,P L,Pradeep,C/224,Mahawawa,Girandurukotte,Nuwara Eliya,728893383,792192566,TR029,AR04,7010,BOC-515,ENGLISH,LL,9917592,D
232350326V,physical,23/05/2025,W M,Mendis,No 140/A,Central Road,Boralanda,Nuwara Eliya,728893383,794754341,TR029,AR04,7010,BOC-515,ENGLISH,LL,46168432,D
196504688V,physical,23/05/2025,H K,Silva,C/468/B,Samagimawatha,Opanayaka,Nuwara Eliya,728893383,747922457,TR029,AR04,7010,BOC-515,ENGLISH,LL,627013295,D
601498355722,physical,23/05/2025,A T,Krishantha,C/161/A,River Road,Gampola,Nuwara Eliya,728893383,777069397,TR029,AR04,7010,BOC-515,ENGLISH,LL,402573498,D
201088614V,physical,23/05/2025,E A,Silva,D 419/B,Main Street,Boralanda,Nuwara Eliya,728893383,743946996,TR029,AR04,7010,BOC-515,ENGLISH,LL,807859691,D
821447672820,physical,23/05/2025,C S,Krishantha,A/18/B,Temple Road,Mathurata,Nuwara Eliya,728893383,716731492,TR029,AR04,7010,BOC-515,ENGLISH,LL,0628023,D
935640152820,physical,23/05/2025,M M,Jayawardena,B/410,Napatavela,Pelmadulla,Nuwara Eliya,728893383,717291461,TR029,AR04,7010,BOC-515,ENGLISH,LL,601548106,D
120417121173,physical,23/05/2025,D P,Fernando,C/113/C,Temple Road,Balangoda,Nuwara Eliya,728893383,767259938,TR029,AR04,7010,BOC-515,ENGLISH,LL,71094181805379,D
682401709956,physical,23/05/2025,C S,Krishantha,B/405/B,Hill Street,Hatton,Nuwara Eliya,728893383,749315294,TR029,AR04,7010,BOC-515,ENGLISH,LL,390234857072,D
208143739V,physical,23/05/2025,T R,Silva,B/226/C,Napatavela,Opanayaka,Nuwara Eliya,728893383,732599499,TR029,AR04,7010,BOC-515,ENGLISH,LL,890962560729,D
684817905V,physical,23/05/2025,S T,Fernando,No 63/B,River Road,Balangoda,Nuwara Eliya,728893383,725097683,TR029,AR04,7010,BOC-515,ENGLISH,LL,96239215962,D
322467760534,physical,23/05/2025,J M,Weerasinghe,L182/B,River Road,Pelmadulla,Nuwara Eliya,728893383,751076956,TR029,AR04,7010,BOC-515,ENGLISH,LL,68186451175614,D
437245708883,physical,23/05/2025,R T,Karunaratne,L175,Mahawawa,Gampola,Nuwara Eliya,728893383,715396419,TR029,AR04,7010,BOC-515,ENGLISH,LL,1556821254318,D
836540234758,physical,23/05/2025,A R,Weerasinghe,L478/C,Church Lane,Opanayaka,Nuwara Eliya,728893383,722876537,TR029,AR04,7010,BOC-515,ENGLISH,LL,53863349097062,D
216308492V,physical,23/05/2025,R T,Jayawardena,L112/B,Station Road,Hatton,Nuwara Eliya,728893383,786775110,TR029,AR04,7010,BOC-515,ENGLISH,LL,6144163597,D
509794802V,physical,23/05/2025,C S,Wijesinghe,L334/A,Church Lane,Nuwara Eliya,Nuwara Eliya,728893383,783048268,TR029,AR04,7010,BOC-515,ENGLISH,LL,5479468324740,D
319916775848,physical,23/05/2025,D P,Mendis,L452/C,Garden Lane,Ruvaneliya,Nuwara Eliya,728893383,727109355,TR029,AR04,7010,BOC-515,ENGLISH,LL,6016845816792,D
803714947V,physical,23/05/2025,H K,Karunaratne,D 38/A,Central Road,Pelmadulla,Nuwara Eliya,728893383,792104314,TR029,AR04,7010,BOC-515,ENGLISH,LL,83074255193045,D
189603501V,physical,23/05/2025,A R,Krishantha,A/497/B,Lake View,Kudagama,Nuwara Eliya,728893383,799534996,TR029,AR04,7010,BOC-515,ENGLISH,LL,4606607015361,D
169526034V,physical,23/05/2025,S,Prasanna,No 493,Napatavela,Opanayaka,Nuwara Eliya,728893383,747460455,TR029,AR04,7010,BOC-515,ENGLISH,LL,940970330911,D
350000123278,physical,23/05/2025,M M,Mendis,A/403/C,Hill Street,Gampola,Nuwara Eliya,728893383,723713004,TR029,AR04,7010,BOC-515,ENGLISH,LL,1971829636,D
643525870V,physical,23/05/2025,H K,Silva,D 248/B,River Road,Munwatta,Nuwara Eliya,728893383,731239357,TR029,AR04,7010,BOC-515,ENGLISH,LL,4534179381,D
670645755739,physical,23/05/2025,L M,Rajapaksa,B/277/A,River Road,Gampola,Nuwara Eliya,728893383,726444764,TR029,AR04,7010,BOC-515,ENGLISH,LL,59340610,D
827540835943,physical,23/05/2025,H K,Prasanna,No 482/B,Mahawawa,Hatton,Nuwara Eliya,728893383,762210259,TR029,AR04,7010,BOC-515,ENGLISH,LL,68748400,D
931826486V,physical,23/05/2025,S,Dissanayake,L195/C,Hill Street,Ruvaneliya,Nuwara Eliya,728893383,715934117,TR029,AR04,7010,BOC-515,ENGLISH,LL,21676883819355,D
290206852V,physical,23/05/2025,D P,Wijesinghe,No 465/C,Mahawawa,Ruvaneliya,Nuwara Eliya,728893383,729456283,TR029,AR04,7010,BOC-515,ENGLISH,LL,449238642,D
380815101V,physical,23/05/2025,W M,Weerasinghe,B/48,Station Road,Balangoda,Nuwara Eliya,728893383,743234209,TR029,AR04,7010,BOC-515,ENGLISH,LL,8888502891024,D
710744691525,physical,23/05/2025,K P,Dissanayake,No 27,Hill Street,Pelmadulla,Nuwara Eliya,728893383,736909030,TR029,AR04,7010,BOC-515,ENGLISH,LL,839652637,D
883265553V,physical,23/05/2025,A T,Fernando,C/237/B,Church Lane,Boralanda,Nuwara Eliya,728893383,731290678,TR029,AR04,7010,BOC-515,ENGLISH,LL,375275645351725,D
338896450V,physical,23/05/2025,H K,Wijesinghe,D 39,School Lane,Opanayaka,Nuwara Eliya,728893383,720833427,TR029,AR04,7010,BOC-515,ENGLISH,LL,736736797245922,D
923891425V,physical,23/05/2025,S,Weerasinghe,A/452/C,Temple Road,Girandurukotte,Nuwara Eliya,728893383,714257573,TR029,AR04,7010,BOC-515,ENGLISH,LL,0795984,D
832638996249,physical,23/05/2025,A T,Silva,D 424,Mahawawa,Boralanda,Nuwara Eliya,728893383,744738446,TR029,AR04,7010,BOC-515,ENGLISH,LL,952549758,D
838027026161,physical,23/05/2025,M M,Hemantha,D 22/A,Park Road,Opanayaka,Nuwara Eliya,728893383,736955624,TR029,AR04,7010,BOC-515,ENGLISH,LL,610027998136,D
760641720913,physical,23/05/2025,S T,Hemantha,D 203/C,Park Road,Munwatta,Nuwara Eliya,728893383,763637333,TR029,AR04,7010,BOC-515,ENGLISH,LL,959876827972750,D
442852512793,physical,23/05/2025,H K,Weerasinghe,L397/B,Station Road,Hatton,Nuwara Eliya,728893383,763638395,TR029,AR04,7010,BOC-515,ENGLISH,LL,03479619,D
996899773715,physical,23/05/2025,A R,Rajapaksa,L396/A,Napatavela,Gampola,Nuwara Eliya,728893383,736320368,TR029,AR04,7010,BOC-515,ENGLISH,LL,3264599,D
669104494V,physical,23/05/2025,R T,Mendis,C/116/A,Madakadura,Gampola,Nuwara Eliya,728893383,774606086,TR029,AR04,7010,BOC-515,ENGLISH,LL,562892268,D
940573895781,physical,23/05/2025,R T,Mendis,B/76,Madakadura,Padiyapalalla,Nuwara Eliya,728893383,799354846,TR029,AR04,7010,BOC-515,ENGLISH,LL,84386838643,D
193508604597,physical,23/05/2025,J M,Hemantha,L63/B,Madakadura,Boralanda,Nuwara Eliya,728893383,723696815,TR029,AR04,7010,BOC-515,ENGLISH,LL,939497532,D
300077777V,physical,23/05/2025,W M,Wijesinghe,No 473/B,Temple Road,Pelmadulla,Nuwara Eliya,728893383,718587612,TR029,AR04,7010,BOC-515,ENGLISH,LL,61495312935137,D
962688376V,physical,23/05/2025,P L,Dissanayake,C/392/A,Church Lane,Pelmadulla,Nuwara Eliya,728893383,756885808,TR029,AR04,7010,BOC-515,ENGLISH,LL,35874158326,D
595807577V,physical,23/05/2025,R T,Rajapaksa,A/34/A,River Road,Ruvaneliya,Nuwara Eliya,728893383,727270099,TR029,AR04,7010,BOC-515,ENGLISH,LL,8143528,D
310019655V,physical,23/05/2025,R T,Karunaratne,C/475/C,Madakadura,Opanayaka,Nuwara Eliya,728893383,771319633,TR029,AR04,7010,BOC-515,ENGLISH,LL,61093564982,D
354592112V,physical,23/05/2025,C S,Bandara,D 22,Samagimawatha,Pelmadulla,Nuwara Eliya,728893383,725493363,TR029,AR04,7010,BOC-515,ENGLISH,LL,86021109301944,D
915423340V,physical,23/05/2025,A T,Dissanayake,B/430/C,Temple Road,Hatton,Nuwara Eliya,728893383,736195615,TR029,AR04,7010,BOC-515,ENGLISH,LL,159964708,D
706216349V,physical,23/05/2025,N S,Karunaratne,No 70/A,School Lane,Gampola,Nuwara Eliya,728893383,761101412,TR029,AR04,7010,BOC-515,ENGLISH,LL,879319006,D
495502715V,physical,23/05/2025,N S,Pradeep,No 144/B,Samagimawatha,Ruvaneliya,Nuwara Eliya,728893383,778763330,TR029,AR04,7010,BOC-515,ENGLISH,LL,39374803912086,D
491126158866,physical,23/05/2025,D P,Krishantha,B/13/B,Central Road,Hatton,Nuwara Eliya,728893383,788527551,TR029,AR04,7010,BOC-515,ENGLISH,LL,91038732217794,D
898164915V,physical,23/05/2025,W M,Rajapaksa,B/324/C,Central Road,Munwatta,Nuwara Eliya,728893383,762761802,TR029,AR04,7010,BOC-515,ENGLISH,LL,386860334842,D
477404741062,physical,23/05/2025,R T,Karunaratne,B/217/C,Garden Lane,Opanayaka,Nuwara Eliya,728893383,747194891,TR029,AR04,7010,BOC-515,ENGLISH,LL,9456388804,D
247414082V,physical,23/05/2025,L M,Karunaratne,D 418/A,School Lane,Pelmadulla,Nuwara Eliya,728893383,710681927,TR029,AR04,7010,BOC-515,ENGLISH,LL,921687847636702,D
389379411754,physical,23/05/2025,E A,Bandara,B/172/C,Garden Lane,Girandurukotte,Nuwara Eliya,728893383,716552845,TR029,AR04,7010,BOC-515,ENGLISH,LL,3390942,D
956177575V,physical,23/05/2025,P L,Bandara,A/255,Station Road,Opanayaka,Nuwara Eliya,728893383,743311702,TR029,AR04,7010,BOC-515,ENGLISH,LL,9245985412,D
480604872416,physical,23/05/2025,D P,Gunawardena,D 225/A,Samagimawatha,Mathurata,Nuwara Eliya,728893383,726668772,TR029,AR04,7010,BOC-515,ENGLISH,LL,26576221241611,D
340723060126,physical,23/05/2025,R T,Krishantha,D 63/A,Madakadura,Gampola,Nuwara Eliya,728893383,739041898,TR029,AR04,7010,BOC-515,ENGLISH,LL,724278343277640,D
185111018874,physical,23/05/2025,A T,Weerasinghe,C/398/C,Church Lane,Girandurukotte,Nuwara Eliya,728893383,729514545,TR029,AR04,7010,BOC-515,ENGLISH,LL,8049684832,D
395206561V,physical,23/05/2025,N S,Perera,No 236/B,Lake View,Opanayaka,Nuwara Eliya,728893383,717212156,TR029,AR04,7010,BOC-515,ENGLISH,LL,80259377923080,D
303784362363,physical,23/05/2025,K P,Jayawardena,A/458/B,Hill Street,Ruvaneliya,Nuwara Eliya,728893383,752952753,TR029,AR04,7010,BOC-515,ENGLISH,LL,224429337,D
816177143V,physical,23/05/2025,A T,Perera,C/309/B,Temple Road,Pelmadulla,Nuwara Eliya,728893383,724021863,TR029,AR04,7010,BOC-515,ENGLISH,LL,2284700825432,D
359139478V,physical,23/05/2025,E A,Weerasinghe,A/395/C,Hill Street,Hatton,Nuwara Eliya,728893383,742279172,TR029,AR04,7010,BOC-515,ENGLISH,LL,979144737589,D
